orig_index,title,year,journal,issn,volume,issue,pages,authors,language,abstract,doi,keywords,orig_abstract,label,final_score,category,user_judgment
999,Modes of cognition: Evidence from metastable brain dynamics.,2022,Neuroimage,1053-8119,260,"cpp, 9215515",119489,"Capouskova, Katerina; Kringelbach, Morten; Deco, Gustavo",,": managing cognitive load depends on adequate resource allocation by the human brain through the engagement of metastable substates, which are large-scale functional networks that change over time. we employed a novel analysis method, deep autoencoder dynamical analysis (dada), with 100 healthy adults selected from the human connectome project (hcp) data set in rest and six cognitive tasks. the deep autoencoder of dada described seven recurrent stochastic metastable substates from the functional connectome of bold phase coherence matrices. these substates were significantly differentiated in terms of their probability of appearance, time duration, and spatial attributes. we found that during different cognitive tasks, there was a higher probability of having more connected substates dominated by a high degree of connectivity in the thalamus. in addition, compared with those during tasks, resting brain dynamics have a lower level of predictability, indicating a more uniform distribution of metastability between substates, quantified by higher entropy. these novel findings provide empirical evidence for the philosophically motivated cognitive theory, suggesting on-line and off-line as two fundamentally distinct modes of cognition. on-line cognition refers to task-dependent engagement with the sensory input, while off-line cognition is a slower, environmentally detached mode engaged with decision and planning. overall, the dada framework provides a bridge between neuroscience and cognitive theory that can be further explored in the future., highlights:, deep autoencoder dynamical analysis (dada) identified metastable brain substates., more connected substates are found during tasks compared to rest., higher entropy was found for resting brain dynamics compare to task., the results support on-line and off-line as two distinct modes of cognition., * dada provides a potential bridge between neuroscience and cognitive theory.,",10.1016/j.neuroimage.2022.119489,fMRI; Functional connectivity; Entropy; Brain states; Classification; DADA; HCP data set,": Managing cognitive load depends on adequate resource allocation by the human brain through the engagement of metastable substates, which are large-scale functional networks that change over time. We employed a novel analysis method, deep autoencoder dynamical analysis (DADA), with 100 healthy adults selected from the Human Connectome Project (HCP) data set in rest and six cognitive tasks. The deep autoencoder of DADA described seven recurrent stochastic metastable substates from the functional connectome of BOLD phase coherence matrices. These substates were significantly differentiated in terms of their probability of appearance, time duration, and spatial attributes. We found that during different cognitive tasks, there was a higher probability of having more connected substates dominated by a high degree of connectivity in the thalamus. In addition, compared with those during tasks, resting brain dynamics have a lower level of predictability, indicating a more uniform distribution of metastability between substates, quantified by higher entropy. These novel findings provide empirical evidence for the philosophically motivated cognitive theory, suggesting on-line and off-line as two fundamentally distinct modes of cognition. On-line cognition refers to task-dependent engagement with the sensory input, while off-line cognition is a slower, environmentally detached mode engaged with decision and planning. Overall, the DADA framework provides a bridge between neuroscience and cognitive theory that can be further explored in the future., Highlights:, * Deep autoencoder dynamical analysis (DADA) identified metastable brain substates., * More connected substates are found during tasks compared to rest., * Higher entropy was found for resting brain dynamics compare to task., * The results support on-line and off-line as two distinct modes of cognition., * DADA provides a potential bridge between neuroscience and cognitive theory., (C) 2022Elsevier, Inc.",relevant,0.934669367,Relevant,D
1013,Persistence is Futile: Chasing of Past Performance in Repeated Investment Choices.,2022,J Exp Psychol Appl,1076-898X,28,2,341-359,"Weiss-Cohen, Leonardo; Newall, Philip; Ayton, Peter",,"when deciding where to invest, individuals choose mutual funds based on recent past performance, despite standard mandated disclaimers that ""past performance does not guarantee future "" investors would receive better long-term returns by choosing funds with lower fees. we explored the impact of fees and past performance on realistic mutual fund selections across three preregistered repeated-choice experiments (n = 1,600), while manipulating the presence of disclaimers between participants. participants persistently chased past performance despite the opportunity to learn about the futility of this strategy during 60 repeated decisions with feedback. the standard regulatory-mandated disclaimer did not help most participants, compared to giving no advice at all, and was even counter-productive for participants with low levels of financial literacy. an alternative disclaimer that explicitly highlighted the advantages of fee minimization reliably helped participants. we show how individuals who lack both financial literacy and prior investment experience are the most susceptible to making poor mutual fund choices and can benefit the most from behavioral interventions such as the new disclaimer tested here. we discuss how these results generalize into real-world investment decisions, and how to design more efficient disclaimers that can be used beyond investment choices.,",10.1037/xap0000358,behavioral finance; financial literacy; investment decisions; regulatory disclaimers; warning messages,"When deciding where to invest, individuals choose mutual funds based on recent past performance, despite standard mandated disclaimers that ""past performance does not guarantee future results."" Investors would receive better long-term returns by choosing funds with lower fees. We explored the impact of fees and past performance on realistic mutual fund selections across three preregistered repeated-choice experiments (N = 1,600), while manipulating the presence of disclaimers between participants. Participants persistently chased past performance despite the opportunity to learn about the futility of this strategy during 60 repeated decisions with feedback. The standard regulatory-mandated disclaimer did not help most participants, compared to giving no advice at all, and was even counter-productive for participants with low levels of financial literacy. An alternative disclaimer that explicitly highlighted the advantages of fee minimization reliably helped participants. We show how individuals who lack both financial literacy and prior investment experience are the most susceptible to making poor mutual fund choices and can benefit the most from behavioral interventions such as the new disclaimer tested here. We discuss how these results generalize into real-world investment decisions, and how to design more efficient disclaimers that can be used beyond investment choices., (C) 2022 by the American Psychological Association",relevant,0.934899207,Relevant,D
511,Bayes factors for reinforcement-learning models of the Iowa gambling task.,2016,Decision,2325-9965,3,2,115-131,"Steingroever, Helen; Wetzels, Ruud; Wagenmakers, Eric-Jan",English,"the psychological processes that underlie performance on the iowa gambling task (igt) are often isolated with the help of reinforcement-learning (rl) models. the most popular method to compare rl models is the bic post hoc fit criterion-a criterion that considers goodness-of-fit relative to model complexity. however, the current implementation of the bic post hoc fit criterion considers only 1 dimension of model complexity, that is, the number of free parameters. a more sophisticated implementation of the bic post hoc fit criterion, 1 that provides a coherent and complete discounting of complexity, is provided by the bayes factor. here we demonstrate an analysis in which bayes factors are obtained with a monte carlo method, known as importance sampling, to compare 4 rl models of the igt: the expectancy valence (ev), prospect valence learning (pvl), pvl-delta, and value-plus-perseveration (vpp) models. we illustrate the method using a data pool of 771 participants from 11 different studies. our results provide strong evidence for the vpp model and moderate evidence for the pvl model, but little evidence for the ev and pvl-delta models-results that were not in line with a bic post hoc fit analysis. we discuss how our results may be combined with results obtained from other model comparison studies to obtain a balanced and comprehensive assessment of model adequacy.",10.1037/dec0000040,Models; *Learning; *Reinforcement; *Statistical Probability; *Perseveration,"The psychological processes that underlie performance on the Iowa gambling task (IGT) are often isolated with the help of reinforcement-learning (RL) models. The most popular method to compare RL models is the BIC post hoc fit criterion-a criterion that considers goodness-of-fit relative to model complexity. However, the current implementation of the BIC post hoc fit criterion considers only 1 dimension of model complexity, that is, the number of free parameters. A more sophisticated implementation of the BIC post hoc fit criterion, 1 that provides a coherent and complete discounting of complexity, is provided by the Bayes factor. Here we demonstrate an analysis in which Bayes factors are obtained with a Monte Carlo method, known as importance sampling, to compare 4 RL models of the IGT: the Expectancy Valence (EV), Prospect Valence Learning (PVL), PVL-Delta, and Value-Plus-Perseveration (VPP) models. We illustrate the method using a data pool of 771 participants from 11 different studies. Our results provide strong evidence for the VPP model and moderate evidence for the PVL model, but little evidence for the EV and PVL-Delta models-results that were not in line with a BIC post hoc fit analysis. We discuss how our results may be combined with results obtained from other model comparison studies to obtain a balanced and comprehensive assessment of model adequacy. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",relevant,0.934907077,Relevant,K
1522,"Emotion and cognition and the amygdala: From ""what is it?"" to ""what's to be done?"".",2010,Neuropsychologia,0028-3932,48,12,3416-3429,"Pessoa, Luiz",,"the amygdala is a fascinating, complex structure that lies at the center of much of our current thinking about emotion. here, i will review data that suggest that the amygdala is involved in several processes linked to determining what a stimulus is and what the organism should therefore do - the two questions that are part of the title. this piece will focus on three main aspects of amygdala function, namely attention, value representation, and decision making, by reviewing both non-human and human data. two mechanisms of affective attention will be described. the first involves projections from the central nucleus of the amygdala to the basal forebrain, which has extensive and diffuse projections throughout the cortical mantle. the second involves projections from the basal amygdala to multiple levels across the visual cortex. i will also describe how the basolateral amygdala is important for the representation of value and in decision making. overall, it will be argued that the amygdala plays a key role in solving the following problem: how can a limited-capacity information processing system that receives a constant stream of diverse inputs be designed to selectively process those inputs that are most significant to the objectives of the system? ""what is it?"" and ""what's to be done?"" processes can then be viewed as important building blocks in the construction of emotion, a process that is intertwined with cognition. furthermore, answering the two questions directs how resources should be mobilized as the organism seeks out additional information from the environment.,",10.1016/j.neuropsychologia.2010.06.038,Emotion; Decision making; Attention; Amygdala; Affect; Value,"The amygdala is a fascinating, complex structure that lies at the center of much of our current thinking about emotion. Here, I will review data that suggest that the amygdala is involved in several processes linked to determining what a stimulus is and what the organism should therefore do - the two questions that are part of the title. This piece will focus on three main aspects of amygdala function, namely attention, value representation, and decision making, by reviewing both non-human and human data. Two mechanisms of affective attention will be described. The first involves projections from the central nucleus of the amygdala to the basal forebrain, which has extensive and diffuse projections throughout the cortical mantle. The second involves projections from the basal amygdala to multiple levels across the visual cortex. I will also describe how the basolateral amygdala is important for the representation of value and in decision making. Overall, it will be argued that the amygdala plays a key role in solving the following problem: How can a limited-capacity information processing system that receives a constant stream of diverse inputs be designed to selectively process those inputs that are most significant to the objectives of the system? ""What is it?"" and ""What's to be done?"" processes can then be viewed as important building blocks in the construction of emotion, a process that is intertwined with cognition. Furthermore, answering the two questions directs how resources should be mobilized as the organism seeks out additional information from the environment., (C) 2010Elsevier, Inc.",relevant,0.936737359,Relevant,K
125,Decision making and impulsivity in young adult cannabis users.,2021,Frontiers in Psychology,,12,"Agosti, V., Nunes, E., & Levin, F. (2002). Rates of psychiatric comorbidity among U.S. residents with lifetime cannabis dependence. Am. J. Drug Alcohol. Abuse 28, 643-652 https://pubmed.ncbi.nlm.nih.gov/12492261 https://dx.doi.org/10.1081/ADA-120015873 2002-11287-007.",,"O'Donnell, Brian F; Skosnik, Patrick D; Hetrick, William P; Fridberg, Daniel J",English,"chronic cannabis users show impairments on laboratory measures of decision making which reflect risk factors for initiation and continued use of cannabis. however, the differential sensitivity of these tasks to cannabis use has not been established. moreover, studies to date have often lacked assessment of psychiatric histories and use of other illicit substances, both of which may influence decision making outcomes. the current study aimed to address these limitations by (1) including multiple types of decision making tasks, (2) implementing the probabilistic reversal learning task, a measure of decision making under uncertainty, for the first time in cannabis users, (3) including young adult cannabis users with no other psychiatric disorders, and (4) conducting urinalysis to exclude users of other illicit drugs. thirty-three current cannabis users without comorbid psychiatric disorders and 35 cannabis non-users completed behavioral measures of decision-making (iowa gambling task), reward discounting (delay discounting task), choice-outcome learning (the probabilistic reversal learning task) and a questionnaire assessment of impulsivity (barratt impulsiveness scale). relative to non-users, cannabis users demonstrated greater preference for immediate vs. delayed rewards on the delay discounting task, made fewer advantageous decisions on the iowa gambling task, and endorsed greater impulsivity on the barratt impulsiveness scale scales. cannabis users and non-users showed comparable performance on the probabilistic reversal learning task. frequency of past-month cannabis use and total years of use did not predict decision making or impulsivity. young adult cannabis users demonstrated higher discounting rates and impairments in learning cost-benefit contingencies, while reversal learning was unaffected. self-reported impulsivity was elevated as well. none of these measures correlated with current or lifetime estimates of cannabis use, arguing against a dose-relationship. interventions that target improvement in affected components of decision making may be helpful in reducing cannabis use and relapse.",10.3389/fpsyg.2021.679904,*Cannabis; *Decision Making; *Reversal Shift Learning; *Impulsiveness; *Delay Discounting; *Drug Usage,"Aims: Chronic cannabis users show impairments on laboratory measures of decision making which reflect risk factors for initiation and continued use of cannabis. However, the differential sensitivity of these tasks to cannabis use has not been established. Moreover, studies to date have often lacked assessment of psychiatric histories and use of other illicit substances, both of which may influence decision making outcomes. The current study aimed to address these limitations by (1) including multiple types of decision making tasks, (2) implementing the Probabilistic Reversal Learning Task, a measure of decision making under uncertainty, for the first time in cannabis users, (3) including young adult cannabis users with no other psychiatric disorders, and (4) conducting urinalysis to exclude users of other illicit drugs. Methods: Thirty-three current cannabis users without comorbid psychiatric disorders and 35 cannabis non-users completed behavioral measures of decision-making (Iowa Gambling Task), reward discounting (Delay Discounting Task), choice-outcome learning (the Probabilistic Reversal Learning Task) and a questionnaire assessment of impulsivity (Barratt Impulsiveness Scale). Results: Relative to non-users, cannabis users demonstrated greater preference for immediate vs. delayed rewards on the Delay Discounting Task, made fewer advantageous decisions on the Iowa Gambling Task, and endorsed greater impulsivity on the Barratt Impulsiveness Scale scales. Cannabis users and non-users showed comparable performance on the Probabilistic Reversal Learning Task. Frequency of past-month cannabis use and total years of use did not predict decision making or impulsivity. Conclusions: Young adult cannabis users demonstrated higher discounting rates and impairments in learning cost-benefit contingencies, while reversal learning was unaffected. Self-reported impulsivity was elevated as well. None of these measures correlated with current or lifetime estimates of cannabis use, arguing against a dose-relationship. Interventions that target improvement in affected components of decision making may be helpful in reducing cannabis use and relapse. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",relevant,0.937993787,Relevant,K
1975,After-effects of self-control: The reward responsivity hypothesis.,2019,"Cognitive, Affective & Behavioral Neuroscience",1530-7026,19,3,600-618,"Kelley, Nicholas J.; Finley, Anna J.; Schmeichel, Brandon J.",,"exercising self-control can be phenomenologically aversive. insofar as individuals strive to maintain a positive emotional state, one consequence of exercising self-control may thus be a temporarily tuning toward or amplification of reward-related impulses (perhaps arising to countermand the aversive feelings that stem from self-control). reward-relevant after-effects are relatively underappreciated in self-control research. in the current paper, we review theory and research pertaining to the idea that exercising self-control increases reward responsivity. first, we review theoretical models of self-control focusing on the relationship between control systems and reward systems. second, we review behavioral studies regarding the effects of exercising self-control on subsequent reactivity to food, money, drugs, and positive emotional images. third, we review findings from functional neuroimaging and electroencephalographic research pertaining to the reward responsivity hypothesis. we then call for additional research to integrate how, when, and under what circumstances self-control exertion influences reward processing. such an endeavor will help to advance research and theory on self-control by offering a more precise characterization of the dynamic interactions between control systems and reward systems.",10.3758/s13415-019-00694-3,,"Exercising self-control can be phenomenologically aversive. Insofar as individuals strive to maintain a positive emotional state, one consequence of exercising self-control may thus be a temporarily tuning toward or amplification of reward-related impulses (perhaps arising to countermand the aversive feelings that stem from self-control). Reward-relevant after-effects are relatively underappreciated in self-control research. In the current paper, we review theory and research pertaining to the idea that exercising self-control increases reward responsivity. First, we review theoretical models of self-control focusing on the relationship between control systems and reward systems. Second, we review behavioral studies regarding the effects of exercising self-control on subsequent reactivity to food, money, drugs, and positive emotional images. Third, we review findings from functional neuroimaging and electroencephalographic research pertaining to the reward responsivity hypothesis. We then call for additional research to integrate how, when, and under what circumstances self-control exertion influences reward processing. Such an endeavor will help to advance research and theory on self-control by offering a more precise characterization of the dynamic interactions between control systems and reward systems.",relevant,0.938789805,Relevant,K
927,Cognitive modeling analysis of decision-making processes in cocaine abusers.,2004,Psychonomic Bulletin & Review,1069-9384,11,4,742-747,"Stout, Julie C; Busemeyer, Jerome R; Lin, Anli; Grant, Steven J; Bonson, Katherine R",English,"this article examines the theoretical basis of decision-making deficits exhibited by cocaine abusers in a laboratory decision-making task first described by bechara, damasio, damasio, and anderson (1994). a total of 12 male cocaine abusers and 14 comparison subjects performed the task, and the cocaine group performed significantly worse than the comparison group. a cognitive modeling analysis (busemeyer & stout, 2002) was used to estimate three parameters that measure importance of the cognitive, motivational, and response processes for determining the observed performance deficit. the results of this analysis indicated, for the first time, that motivational and choice consistency factors, but not learning/memory were mainly responsible for the decision-making deficit of the cocaine abusers in this task.",10.3758/BF03196629,*Decision Making; *Cocaine; *Cognitive Ability; *Drug Abuse,"This article examines the theoretical basis of decision-making deficits exhibited by cocaine abusers in a laboratory decision-making task first described by Bechara, Damasio, Damasio, and Anderson (1994). A total of 12 male cocaine abusers and 14 comparison subjects performed the task, and the cocaine group performed significantly worse than the comparison group. A cognitive modeling analysis (Busemeyer & Stout, 2002) was used to estimate three parameters that measure importance of the cognitive, motivational, and response processes for determining the observed performance deficit. The results of this analysis indicated, for the first time, that motivational and choice consistency factors, but not learning/memory were mainly responsible for the decision-making deficit of the cocaine abusers in this task. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",relevant,0.941768339,Relevant,K
362,Scaffolded minds: Integration and disintegration.,2018,Scaffolded minds: Integration and disintegration.,9780262042628 (Hardcover),,"Ackerman, J. M., Nocera, C. C., & Bargh, J. A. 2010. ""Incidental Haptic Sensations Influence Social Judgments and Decisions."" Science 328 (5986): 1712-1715. 2010-14009-004. https://dx.doi.org/10.1126/science.1189993 https://pubmed.ncbi.nlm.nih.gov/20576894",,"Varga, Somogy",English,"this book offers a novel account of cognitive scaffolding and its significance for understanding mental disorders. it is part of the growing philosophical engagement with empirically informed philosophy of mind, which studies the interfaces between philosophy and cognitive science. the book draws on two recent shifts within an empirically informed philosophy of mind: the first, toward an intensified study of the embodied mind; and the second, toward a study of the disordered mind that acknowledges the convergence of the explanatory concerns of psychiatry and interdisciplinary inquiries into the mind. the book sets out to accomplish a dual task: theoretical mapping of cognitive scaffolding; and the application/calibration of fine-grained philosophical distinctions to empirical research. it introduces the notion of actively scaffolded cognition (asc) and offers a taxonomy that distinguishes between intrasomatic and extrasomatic scaffolding. it also shows that asc offers a productive framework for considering certain characteristic features of mental disorders, focusing on altered bodily experience and social cognition deficits. with cognitive scaffolding, the book aims to establish that shifting attention from mental symptoms to fine-grained sensorimotor aspects can lead to identifying diagnostic subtypes or even specific sensorimotor markers for early diagnosis. consistent with the principles of empirically informed philosophy of mind, this book aims to complete a dual task: mapping and application/calibration. consequently, it naturally falls into two parts. the first part (mapping) makes a distinctive theoretical contribution, whereas the second part (application/calibration) shows how fine-grained philosophical distinctions can be applied to and calibrated by empirical research in psychopathology. the book also walks a thin line when it comes to the relationship between the asc framework and the empirical material discussed in the second part of the book.",10.7551/mitpress/10255.001.0001,*Cognition; *Mental Disorders; *Psychopathology; Empirical Methods; Cognitive Impairment; *Mind; *Scaffolding; Cognitive Science; Philosophies; Taxonomies,"This book offers a novel account of cognitive scaffolding and its significance for understanding mental disorders. It is part of the growing philosophical engagement with empirically informed philosophy of mind, which studies the interfaces between philosophy and cognitive science. The book draws on two recent shifts within an empirically informed philosophy of mind: the first, toward an intensified study of the embodied mind; and the second, toward a study of the disordered mind that acknowledges the convergence of the explanatory concerns of psychiatry and interdisciplinary inquiries into the mind. The book sets out to accomplish a dual task: theoretical mapping of cognitive scaffolding; and the application/calibration of fine-grained philosophical distinctions to empirical research. It introduces the notion of actively scaffolded cognition (ASC) and offers a taxonomy that distinguishes between intrasomatic and extrasomatic scaffolding. It also shows that ASC offers a productive framework for considering certain characteristic features of mental disorders, focusing on altered bodily experience and social cognition deficits. With Cognitive Scaffolding, The book aims to establish that shifting attention from mental symptoms to fine-grained sensorimotor aspects can lead to identifying diagnostic subtypes or even specific sensorimotor markers for early diagnosis. Consistent with the principles of empirically informed philosophy of mind, this book aims to complete a dual task: mapping and application/calibration. Consequently, it naturally falls into two parts. The first part (mapping) makes a distinctive theoretical contribution, whereas the second part (application/calibration) shows how fine-grained philosophical distinctions can be applied to and calibrated by empirical research in psychopathology. The book also walks a thin line when it comes to the relationship between the ASC framework and the empirical material discussed in the second part of the book. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",relevant,0.943441908,Relevant,D
1136,Debiasing of Gambling Beliefs and Behaviors Using a Digital Gambling Accelerator.,2019,Psychol Addict Behav,0893-164X,33,3,337-348,"Broussard, J; Wulfert, E",,"Problem gamblers tend to adhere to rigid rules about the chances of winning and are resistant to counterfactual information. To promote a more accurate understanding of the odds of scratch-off ticket gambling, we created a brief debiasing intervention consisting of a digital gambling accelerator program that offers demonstrations of the long-term outcomes of gambling. Using a sample of nontreatment seeking scratch-off lottery gamblers recruited from the community (42 subclinical and 45 probable pathological gamblers), we compared the accelerator intervention to brief motivational interviewing (MI) and a control condition. Participants rated their chances of winning, urge to gamble, and readiness to change before and after the interventions. Self-reported dollar amount spent on scratch-off tickets and number of days gambled were assessed at baseline and again at 2- and 4-week follow-ups. Following the active interventions, gamblers in both conditions reported greater readiness to change than controls, and those in the accelerator condition also gave lower ratings of their chances of winning and urge to gamble. Marginal models showed participants in the accelerator condition gambled fewer days at the 2-week follow-up and spent less money at both the 2- and 4-week follow-ups compared to controls; no other between-subjects differences achieved statistical significance. Digital gambling accelerators can impact several clinically relevant domains of gambling and may be useful as stand-alone or adjunct interventions to treat gambling problems",10.1037/adb0000463,problem gambling; brief computer simulation; debiasing interventions; erroneous cognition; experiential learning,(C) 2019 by the American Psychological Association,unknown,0.943529432,Relevant,D
606,Cognitive models of gambling and problem gambling.,2014,"Problem gambling: Cognition, prevention and treatment.",978-1-137-27241-6 (Hardcover); 978-1-137-27242-3 (PDF); 978-1-137-27243-0 (Digital (undefined format)),,"Ahn, W.-Y., Busemeyer, J. R., Wagenmakers, E.-J., & Stout, J. C. (2008). Comparison of decision learning models using the generalization criterion method. Cognitive Science, 32, 1376-1402. 2009-11607-007. https://dx.doi.org/10.1080/03640210802352992 https://pubmed.ncbi.nlm.nih.gov/21585458",74-103,"Schiller, Marvin R. G; Gobet, Fernand R",English,"in this chapter, we propose the methodology of cognitive modelling to construct such a comprehensive and detailed account of the underlying mechanisms of problem gambling, their interactions and their role in the development and maintenance of problem gambling. towards that goal, we present recent work with the cognitive architecture chrest on modelling some phenomena of gambling behaviour. we first provide a short introduction to the methodology and benefits of cognitive modelling. next, we discuss the current empirical basis for our modelling work on problem gambling, which is only in its infancy. we discuss the requirements and mechanisms for modelling complex phenomena, such as problem gamblers' cognitions and behaviours. we then present chrest models of the iowa gambling task, the effect of near wins in fruit-machine playing and strategy acquisition in blackjack. the chapter closes with a conclusion and outlook.",10.1057/9781137272423.0009,*Gambling Disorder; *Cognitive Processes; *Models,"In this chapter, we propose the methodology of cognitive modelling to construct such a comprehensive and detailed account of the underlying mechanisms of problem gambling, their interactions and their role in the development and maintenance of problem gambling. Towards that goal, we present recent work with the cognitive architecture CHREST on modelling some phenomena of gambling behaviour. We first provide a short introduction to the methodology and benefits of cognitive modelling. Next, we discuss the current empirical basis for our modelling work on problem gambling, which is only in its infancy. We discuss the requirements and mechanisms for modelling complex phenomena, such as problem gamblers' cognitions and behaviours. We then present CHREST models of the Iowa Gambling Task, the effect of near wins in fruit-machine playing and strategy acquisition in blackjack. The chapter closes with a conclusion and outlook. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",unknown,0.943973902,Relevant,K
650,The motivation and pleasure dimension of negative symptoms: Neural substrates and behavioral outputs.,2014,European Neuropsychopharmacology,0924-977X,24,5,725-736,"Kring, Ann M; Barch, Deanna M",English,"a range of emotional and motivation impairments have long been clinically documented in people with schizophrenia, and there has been a resurgence of interest in understanding the psychological and neural mechanisms of the so-called ""negative symptoms"" in schizophrenia, given their lack of treatment responsiveness and their role in constraining function and life satisfaction in this illness. negative symptoms comprise two domains, with the first covering diminished motivation and pleasure across a range of life domains and the second covering diminished verbal and non-verbal expression and communicative output. in this review, we focus on four aspects of the motivation/pleasure domain, providing a brief review of the behavioral and neural underpinnings of this domain. first, we cover liking or in-the-moment pleasure: immediate responses to pleasurable stimuli. second, we cover anticipatory pleasure or wanting, which involves prediction of a forthcoming enjoyable outcome (reward) and feeling pleasure in anticipation of that outcome. third, we address motivation, which comprises effort computation, which involves figuring out how much effort is needed to achieve a desired outcome, planning, and behavioral response. finally, we cover the maintenance emotional states and behavioral responses. throughout, we consider the behavioral manifestations and brain representations of these four aspects of motivation/pleasure deficits in schizophrenia. we conclude with directions for future research as well as implications for treatment.",10.1016/j.euroneuro.2013.06.007,Schizophrenia; *Motivation; *Pleasure; *Positive and Negative Symptoms; Neural Development,"A range of emotional and motivation impairments have long been clinically documented in people with schizophrenia, and there has been a resurgence of interest in understanding the psychological and neural mechanisms of the so-called ""negative symptoms"" in schizophrenia, given their lack of treatment responsiveness and their role in constraining function and life satisfaction in this illness. Negative symptoms comprise two domains, with the first covering diminished motivation and pleasure across a range of life domains and the second covering diminished verbal and non-verbal expression and communicative output. In this review, we focus on four aspects of the motivation/pleasure domain, providing a brief review of the behavioral and neural underpinnings of this domain. First, we cover liking or in-the-moment pleasure: immediate responses to pleasurable stimuli. Second, we cover anticipatory pleasure or wanting, which involves prediction of a forthcoming enjoyable outcome (reward) and feeling pleasure in anticipation of that outcome. Third, we address motivation, which comprises effort computation, which involves figuring out how much effort is needed to achieve a desired outcome, planning, and behavioral response. Finally, we cover the maintenance emotional states and behavioral responses. Throughout, we consider the behavioral manifestations and brain representations of these four aspects of motivation/pleasure deficits in schizophrenia. We conclude with directions for future research as well as implications for treatment. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",unknown,0.944047335,Relevant,K
209,Brain computations: What and how.,2021,Brain computations: What and how.,9780198871101 (Hardcover),,"Abbott, L. F. (1991). Realistic synaptic inputs for model neural networks, Network 2: 245-258.",,"Rolls, Edmund T",English,"many scientists, and many others, are interested in how the brain works. in order to understand this, one needs to know what computations are performed by different brain systems; and how they are computed by each of these systems. this book elucidates what is computed in different brain systems; and describes current computational approaches and models of how each of these brain systems computes. it discusses how the brain works. in order to understand this, it is essential to know what is computed by different brain systems; and how the computations are performed. understanding the brain in this way has enormous potential for understanding ourselves better in health and in disease. potential applications of this understanding are to the treatment of the brain in disease; and to artificial intelligence which will benefit from knowledge of how the brain performs many of its extraordinarily impressive functions. the book is pioneering in taking this approach to brain function: to consider what is computed by many of our brain systems; and how it is computed. to understand how our brains work, it is essential to know what is computed in each part of the brain. that can be addressed by utilising evidence relevant to computation from many areas of neuroscience. knowledge of the connections between different brain areas is important, for this shows that the brain is organised as systems, with whole series of brain areas devoted for example to visual processing. that provides a foundation for examining the computation performed by each brain area, by comparing what is represented in a brain area with what is represented in the preceding and following brain areas, using techniques of for example neurophysiology and functional neuroimaging.",10.1093/oso/9780198871101.001.0001,Visual Perception; Neuroimaging; Artificial Intelligence; *Brain; *Computational Neuroscience; *Health; Neurophysiology,"Many scientists, and many others, are interested in how the brain works. In order to understand this, one needs to know what computations are performed by different brain systems; and how they are computed by each of these systems. This book elucidates what is computed in different brain systems; and describes current computational approaches and models of how each of these brain systems computes. It discusses how the brain works. In order to understand this, it is essential to know what is computed by different brain systems; and how the computations are performed. Understanding the brain in this way has enormous potential for understanding ourselves better in health and in disease. Potential applications of this understanding are to the treatment of the brain in disease; and to artificial intelligence which will benefit from knowledge of how the brain performs many of its extraordinarily impressive functions. The book is pioneering in taking this approach to brain function: to consider what is computed by many of our brain systems; and how it is computed. To understand how our brains work, it is essential to know what is computed in each part of the brain. That can be addressed by utilising evidence relevant to computation from many areas of neuroscience. Knowledge of the connections between different brain areas is important, for this shows that the brain is organised as systems, with whole series of brain areas devoted for example to visual processing. That provides a foundation for examining the computation performed by each brain area, by comparing what is represented in a brain area with what is represented in the preceding and following brain areas, using techniques of for example neurophysiology and functional neuroimaging. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",relevant,0.946823596,Relevant,K
