title,abs_rlv,year,authors,abstract,doi,keywords,orig_index,Is_Core,Similarity_Cosine,Similarity_Hellinger,Similarity_Dice,Similarity_Manhattan,Similarity_Chebyshev,Similarity_Ensemble
Anticipation of a mentally effortful task recruits Dorsolateral Prefrontal Cortex: An fNIRS validation study.,,2019,"Vassena, Eliana; Gerrits, Robin; Demanet, Jelle; Verguts, Tom; Siugzdaite, Roma","preparing for a mentally demanding task calls upon cognitive and motivational resources. the underlying neural implementation of these mechanisms is receiving growing attention because of its implications for professional, social, and medical contexts. while several fmri studies converge in assigning a crucial role to a cortico-subcortical network including anterior cigulate cortex (acc) and striatum, the involvement of dorsolateral prefrontal cortex (dlpfc) during mental effort anticipation has yet to be replicated. this study was designed to target dlpfc contribution to anticipation of a difficult task using functional near infrared spectroscopy (fnirs), as a more cost-effective tool measuring cortical hemodynamics. we adapted a validated mental effort task, where participants performed easy and difficult mental calculation, and measured dlpfc activity during the anticipation phase. as hypothesized, dlpfc activity increased during anticipation of a hard task as compared to an easy task. besides replicating previous fmri work, these results establish fnirs as an effective tool to investigate cortical contributions to anticipation of effortful behavior. this is especially useful if one requires testing large samples (e.g., to target individual differences), populations with contraindication for functional mri (e.g., infants or patients with metal implants), or subjects in more naturalistic environments (e.g., work or sport).",10.1016/j.neuropsychologia.2018.04.033,Spectroscopy; *Functional Magnetic Resonance Imaging; *Cognitive Complexity; *Expectations; *Dorsolateral Prefrontal Cortex; *Task Complexity,341,0,0.097410788,-2.553192687,0.059171598,-13.44086133,-0.217145357,-0.340653657
Explaining the description-experience gap in risky decision-making: Learning and memory retention during experience as causal mechanisms.,,2023,"Haines, Nathaniel; Kvam, Peter D; Turner, Brandon M","when making decisions based on probabilistic outcomes, people guide their behavior using knowledge gathered through both indirect descriptions and direct experience. paradoxically, how people obtain information significantly impacts apparent preferences. a ubiquitous example is the description-experience gap: individuals seemingly overweight low probability events when probabilities are described yet underweight them when probabilities must be experienced firsthand. a leading explanation for this fundamental gap in decision-making is that probabilities are weighted differently when learned through description relative to experience, yet a formal theoretical account of the mechanism responsible for such weighting differences remains elusive. we demonstrate how various learning and memory retention models incorporating neuroscientifically motivated learning mechanisms can explain why probability weighting and valuation parameters often are found to vary across description and experience. in a simulation study, we show how learning through experience can lead to systematically biased estimates of probability weighting when using a traditional cumulative prospect theory model. we then use hierarchical bayesian modeling and bayesian model comparison to show how various learning and memory retention models capture participants' behavior over and above changes in outcome valuation and probability weighting, accounting for description and experience-based decisions in a within-subject experiment. we conclude with a discussion of how substantive models of psychological processes can lead to insights that heuristic statistical models fail to capture.",10.3758/s13415-023-01099-z,*Decision Making; *Learning; *Risk Taking; *Memory; *Retention,115,0,0.097205918,-2.675710276,0.082454458,-12.74658758,-0.242263636,-0.326900894
A randomized non-pharmacological intervention study for prevention of ischaemic heart disease: baseline results Inter99 (1).,,2003,"Jorgensen, Torben; Borch-Johnsen, Knut; Thomsen, Troels; Ibsen, Hans; Glumer, Charlotte; Pisinger, Charlotta","various strategies have been used to induce lifestyle changes to reduce ischaemic heart disease (ihd) with various successes. the aim of inter99 is to assess the effect on ihd incidence of individually tailored non-pharmacological intervention on lifestyle using a newly developed computer-based health educational tool. the article describes the study and baseline , from a population of 61,301 individuals two random samples (high intensity intervention group (a), n = 11,708; low intensity intervention group (b), n = 1308) are screened to assess their absolute risk of ihd. those at high risk receive individual lifestyle counselling. individuals in group a are furthermore offered lifestyle counselling in groups on smoking cessation or physical activity/diet over a 6-month period. individuals in group b are referred to their gp. high-risk persons are re-counselled after 1 and 3 years and the whole group is re-invited after 5 years. the remaining 48,285 (group c) are followed by questionnaire. the total population is followed through central registers. intermediate end-points are changes in lifestyle, cholesterol, blood pressure and body mass index. final end-point is reduction in incidence of ihd., the randomization leads to comparable groups. participation rate was 52.5%. a total of 60% fulfilled the predetermined criteria for being at high risk for developing ihd. after an individual lifestyle counselling 41% accepted group-based counselling., conclusion: this large randomized population based trial discloses a noticeable need for and acceptance of lifestyle intervention in the general population.,",10.1097/01.hjr.0000096541.30533.82,intervention; lifestyle; population; ischaemic heart disease; non-pharmacological,1690,0,0.096960843,-2.755632679,0.068767908,-13.10308219,-0.381471923,-0.379871757
The roles of phasic and tonic dopamine in tic learning and expression.,,2017,"Maia, Tiago V; Conceicao, Vasco A","tourette syndrome (ts) prominently involves dopaminergic disturbances, but the precise nature of those disturbances has remained elusive. a substantial body of empirical work and recent computational models have characterized the specific roles of phasic and tonic dopamine (da) in action learning and selection, respectively. using insights from this work and models, we suggest that ts involves increases in both phasic and tonic da, which produce increased propensities for tic learning and expression, respectively. we review the evidence from reinforcement-learning and habit-learning studies in ts, which supports the idea that ts involves increased phasic da responses; we also review the evidence that tics engage the habit-learning circuitry. on the basis of these findings, we suggest that tics are exaggerated, maladaptive, and persistent motor habits reinforced by aberrant, increased phasic da responses. increased tonic da amplifies the tendency to execute learned tics and also provides a fertile ground of motor hyperactivity for tic learning. we review evidence suggesting that antipsychotics may counter both the increased propensity for tic expression, by increasing excitability in the indirect pathway, and the increased propensity for tic learning, by shifting plasticity in the indirect pathway toward long-term potentiation (and possibly also through more complex mechanisms). finally, we review evidence suggesting that low doses of da agonists that effectively treat ts decrease both phasic and tonic da, thereby also reducing the propensity for both tic learning and tic expression, respectively.",10.1016/j.biopsych.2017.05.025,Learning; *Dopamine; *Drug Therapy; Reinforcement; *Tics; *Tourette Syndrome; Neuroleptic Drugs,423,0,0.096649705,-2.728369989,0.070745698,-11.02467627,-0.614157791,-0.399815412
Premature Adrenarche-Normal Variant or Forerunner of Adult Disease?*.,,2000,"Ibanez, Lourdes; DiMartino-Nardi, Joan; Potau, Neus; Saenger, Paul","adrenarche is the puberty of the adrenal gland. the descriptive term pubarche indicates the appearance of pubic hair, which may be accompanied by axillary hair. this process is considered premature if it occurs before age 8 yr in girls and 9 yr in boys., the chief hormonal product of adrenarche is dehydroepiandrosterone (dhea) and its sulfated product dhea-s. the well documented evolution of adrenarche in primates and man is incompatible with either a neutral or harmful role for dhea and implies most likely a positive role for some aspect of young adult pubertal maturation and developmental maturation. premature adrenarche has no adverse effects on the onset and progression of gonadarche in final height., both extra- and intraadrenal factors regulate adrenal androgen secretion. recent studies have shown that premature adrenarche in childhood may have consequences such as functional ovarian hyperandrogenism, polycystic ovarian syndrome, and insulin resistance in later life, sometimes already recognizable in childhood or adolescence. premature adrenarche may thus be a forerunner of syndrome x in some children. the association of these endocrine-metabolic abnormalities with reduced fetal growth and their genetic basis remain to be elucidated.,",10.1210/edrv.21.6.0416,,1716,0,0.096499839,-2.690377356,0.06407767,-11.6079852,-0.527087905,-0.390903559
Intolerance of Uncertainty: A Temporary Experimental Induction Procedure.,,2016,"Mosca, Oriana; Lauriola, Marco; Carleton, R. Nicholas","intolerance of uncertainty (iu) is a trans-diagnostic construct involved in anxiety and related disorders. research focused on cross-sectional reporting, manipulating attitudes toward objective and impersonal events or on treatments designed to reduce iu in clinical populations. the current paper presents an experimental procedure for laboratory manipulations of iu and tests mediation hypotheses following the intolerance of uncertainty model. on pre-test, undergraduate volunteers (study 1, n = 43;68% women. study 2, n = 169;83.8% women) were asked to provide an idiosyncratic future negative life event. state-iu, worry, positive and negative affect were assessed after that a standardized procedure was used to identify eventÃÂÃÂÃÂÃÂs potential negative consequences. the same variables were assessed on post-test, after that participants were asked to read-through increasing and decreasing iu statements. temporary changes on iu were consistently reproduced in both studies. participants receiving increasing iu instructions reported greater state-iu, worry and negative affect than those receiving decreasing iu instructions. however, this latter condition was not different from a control one (study 2). both studies revealed significant indirect effects of iu induction instructions on worry and negative affect through state-iu. limitations: both studies used undergraduate psychology students samples, younger than average population and predominantly female. experimental manipulation and outcome measures belongs to the same semantic domain, uncertainty, potentially limiting generalizability. results supported the feasibility and efficacy of the proposed iu manipulation for non-clinical sample. findings parallel clinical research showing that state-iu preceded worry and negative affect states.",10.1371/journal.pone.0155130,Psychology; Cognition; Behavior; Decision making; Emotions; Anxiety; Social sciences; Cognitive science; Neuroscience; UNCERTAINTY; Personality; ANXIETY disorders; FEMALES; PSYCHOLOGY; Biology and life sciences; Research and analysis methods; Research Article; Cognitive psychology; People and places; Population groupings; Educational status; Research assessment; TOLERATION; Undergraduates,2078,0,0.096420813,-2.712407702,0.091515729,-11.71099336,-0.377131427,-0.33858886
Individual differences in computational psychiatry: A review of current challenges.,,2023," diaconescu, andreea;  diaconescu, andreea o;  paulus, martin;  paulus, martin p; karvelis, povilas",": bringing precision to the understanding and treatment of mental disorders requires instruments for studying clinically relevant individual differences. one promising approach is the development of computational assays: integrating computational models with cognitive tasks to infer latent patient-specific disease processes in brain computations. while recent years have seen many methodological advancements in computational modelling and many cross-sectional patient studies, much less attention has been paid to basic psychometric properties (reliability and construct validity) of the computational measures provided by the assays. in this review, we assess the extent of this issue by examining emerging empirical evidence. we find that many computational measures suffer from poor psychometric properties, which poses a risk of invalidating previous findings and undermining ongoing research efforts using computational assays to study individual (and even group) differences. we provide recommendations for how to address these problems and, crucially, embed them within a broader perspective on key developments that are needed for translating computational assays to clinical practice., highlights:, emerging evidence shows many computational measures to have poor psychometric properties., this poses a risk of undermining the use of these measures for studying mental disorders., this is largely a consequence of over-relying on cross-sectional single-task study designs., to move forward, the field needs to embrace longitudinal designs with batteries of tasks., * the development of assays should be guided by a long-term vision of their applications.,",10.1016/j.neubiorev.2023.105137, *brain;  *individual differences;  *psychiatry;  computational modelling;  computational psychiatry;  reliability;  validity; *computational modeling; individual differences,2909,0,0.095942149,-2.595817006,0.099616858,-12.08733771,-0.262431573,-0.303837292
"The neuropsychological correlates of cannabis use in schizophrenia: Lifetime abuse/dependence, frequency of use, and recency of use.",,2007,"Coulston, Carissa M; Perdices, Michael; Tennant, Christopher C","this study examined the relationship between neuropsychological performance and three different indices of cannabis use in schizophrenia. these indices were dsm-iv lifetime abuse/dependence, frequency of use, and recency of use. sixty males with schizophrenia/schizoaffective disorder and 17 healthy males were recruited. the two groups were matched for age, years of education, and premorbid iq. medical history, substance use, and psychiatric symptoms were assessed. a neuropsychological battery was also administered to assess attention/processing speed, executive functions, memory, and perceptual organisation. substance use within 24 hours of cognitive assessment was screened by urine analysis, and a range of confounds were controlled. in the schizophrenia group, 44 participants met dsm-iv criteria for lifetime cannabis abuse/dependence. in addition, there were three mutually exclusive frequency-of-cannabis-use subgroups comprising ""high"" frequency users (n=11), ""medium"" frequency users (n=7), and ""low"" frequency users (n=34) over the preceding year. there were also four mutually exclusive recency-of-cannabis-use categories comprising ""cannabis abuse/dependence in the past week"" (n=11 users), ""non-dependent cannabis use in the past week"" (n=7 users), ""non-dependent cannabis use in the past month, but prior to the pastweek"" (n=7 users), and ""non-dependent cannabis use prior to the past month"" (n=9 users). the control group performed better than the schizophrenia group in all cognitive domains. within the schizophrenia group, a larger proportion of participants with lifetime cannabis abuse/dependence demonstrated better performance than those without lifetime abuse/ dependence on a component of psychomotor speed. frequency and recency of cannabis use were also associated with better neuropsychological performance, predominantly in the domains of attention/processing speed and executive functions. in conclusion, cannabis use is associated with enhanced cognitive functioning in schizophrenia. implications of the results, limitations of the study, and directions for future research are discussed.",10.1016/j.schres.2007.08.006,Neuropsychology; *Cannabis; *Cannabis Use; *Schizophrenia; *Cognitive Ability; Schizoaffective Disorder; Human Males,885,0,0.095519794,-2.718580423,0.080691643,-12.69796332,-0.416990945,-0.370960885
Attributes of Conscientiousness Throughout the Animal Kingdom: An Empirical and Evolutionary Overview.,,2017,"Delgado, MM; Sulloway, FJ","Conscientiousness is a fundamental aspect of human personality, one that is closely linked with various favorable life outcomes. Despite its importance in humans, conscientiousness has received little attention as to how it may have evolved, or whether it provides similar fitness benefits in other animals. To date, research in animal personality has found consistent support for the presence of all major dimensions of human personality in other animals except conscientiousness. In this review, we investigate conscientiousness at the level of traits and facets (clusters of closely related traits). A systematic review of the literature retrieved 876 relevant publications describing attributes of conscientiousness in other animal species. A factor analysis of citation counts revealed 2 major dimensions representing 9 distinct facets of conscientiousness in nonhumans. These facets, together with their underlying personality traits, exhibit individual variability, are generally known to be heritable, and often offer clear fitness benefits to individuals. Other facets of conscientiousness appear to be unique to humans. Publication biases, research biases, and anthropomorphism may all play a role in the structure of the evidence we report. We conclude by suggesting fruitful areas of future research to further elucidate the presence and functional roles of conscientiousness in animals",10.1037/bul0000107,evolution; animal personality; behavioral syndromes; conscientiousness; Five Factor Model,1227,0,0.095410619,-2.841717453,0.103416436,-11.47279349,-0.596672385,-0.38533917
RDMTk: A toolkit for risky decision making.,,2019,"Gavirangaswamy, Vinay; Gupta, Aakash; Terwilliger, Mark; Gupta, Ajay","research into risky decision making (rdm) has become a multidisciplinary effort. conversations cut across fields such as psychology, economics, insurance, and marketing. this broad interest highlights the necessity for collaborative investigation of rdm to understand and manipulate the situations within which it manifests. a holistic understanding of rdm has been impeded by the independent development of diverse rdm research methodologies across different fields. there is no software specific to rdm that combines paradigms and analytical tools based on recent developments in high-performance computing technologies. this paper presents a toolkit called rdmtk, developed specifically for the study of risky decision making. rdmtk provides a free environment that can be used to manage globally-based experiments while fostering collaborative research. the incorporation of machine learning and high-performance computing (hpc) technologies in the toolkit further open additional possibilities such as scalable algorithms and big data problems arising from global scale experiments.",10.4018/IJCINI.2019100101,*Decision Making; *Machine Learning; *Data Mining; *Intelligent Design,303,0,0.095369804,-2.747827237,0.096045198,-10.85320818,-0.641702154,-0.385989005
Impaired decision-making under risk in patients with functional dyspepsia.,,2020,"Zhang, Shenshen; Wu, Lihong; Zhang, Boyu; Zhu, Yuanrong; Fan, Yinguang; Wang, Qiao; Hu, Xiangpeng; Tian, Yanghua","the cognitive processing in patients with functional dyspepsia (fd) has not been well established. decision-making is an important component of cognitive function. most brain regions involved in decision-making are abnormal in fd patients. this study aimed to investigate the decision-making under ambiguity and risk in fd patients. we recruited 40 fd patients meeting rome iii criteria and 40 healthy controls (hcs) matched for age, sex, marital status, and education level. the hamilton anxiety scale (hama) and the 17-item hamilton depression scale (hamd-17) were used to evaluate their anxiety and depression emotions. the iowa gambling task (igt) and game of dice task (gdt) were used to evaluate decision-making under ambiguity and risk, respectively. helicobacter pylori status, disease duration, dyspeptic symptom score, and the nepean dyspepsia life quality index (ndlqi) were obtained from all patients. in igt, fd patients had a lower total net score, chose more adverse choices, and showed a slower response to change their behavior than hcs. however, there was no significant difference in the net score of the first 2 blocks between the two groups. in gdt, fd patients had a lower total net score, higher risk score, and lower use of negative feedback than hcs. in addition, fd patients showed better gdt performance than those without early satiation. fd patients showed impaired decision-making under risk. the deficiency might be related to dyspeptic symptoms of fd patients.",10.1080/13803395.2020.1802406,Anxiety; *Decision Making; *Symptoms; Games; *Dyspepsia; Feedback; Marital Status; Satiation,238,0,0.095283517,-2.788152757,0.109158187,-9.142959899,-0.736110648,-0.375593992
Activation of dopamine D4 receptors within the anterior cingulate cortex enhances the erroneous expectation of reward on a rat slot machine task.,,2016,"Cocker, P. J; Hosking, J. G; Murch, W. S; Clark, L; Winstanley, C. A","using a rodent slot machine task (rsmt), we have previously shown that rats, like humans, are susceptible to the reinforcing effects of winning signals presented within a compound stimulus array, even when the pattern generated predicts a negative rather than a positive outcome such as during a ""near-miss"". the dopamine d4 receptor critically mediates the erroneous reward expectancy generated on such trials. d4 receptors are particularly enriched within frontal and limbic areas activated during slot machine play, such as the anterior cingulate cortex (acc). we therefore selectively inactivated the acc to confirm involvement of this region in rsmt performance, and subsequently examined the specific contribution of local d4 receptors. acc inactivations generally impaired animals' ability to optimally differentiate winning from losing outcomes. local administration of the d4 agonist pd168077 had a qualitatively similar effect, but increased reward expectancy was only evident on archetypal ""near-miss"" trials i.e. when the first two of three stimuli in the array were concordant with a rewarding outcome, and only the last stimulus critically signalled a non-win. these data indicate that the acc is critically involved in parsing the appropriate response when competing stimulus-outcome associations are activated, and that signalling via d4 receptors may play a particularly important role in gating the temporal and spatial summation of salient events. such findings provide novel insights into the mechanism underlying the erroneous expectations of reward generated when playing slot machines, and suggest a mechanism by which d4 receptor antagonists may be effective in treating gambling disorder.",10.1016/j.neuropharm.2016.01.019,Gambling; Rats; *Dopamine; *Cingulate Cortex,488,0,0.095062277,-2.684444916,0.071705426,-12.41519093,-0.515576645,-0.394145318
Neuropsychological research in delusional disorder: A comprehensive review.,,2012,"Ibanez-Casas, Inmaculada; Cervilla, Jorge A","in recent decades, there has been a growing interest in the field of delusions, and different aspects of delusional disorder (dd) have been investigated. however, dd is still one of the most underresearched psychiatric disorders. in this paper, we review the literature on dd and most of the theoretical approaches proposed to explain the development and maintenance of delusions. dd research is infrequent, and delusions in this disorder have been scarcely investigated. we aim to establish the state of the art of delusions research to date and point to the shortage of neuropsychological studies in patients with dd. we also justify the need for future research into the neuropsychological correlates of dd as measured in patients with this disorder given that most previous research has mainly focused on other psychotic conditions.",10.1159/000327899,*Mental Disorders; *Neuropsychology; Psychiatric Symptoms; *Delusions,738,0,0.094999929,-2.685944442,0.063829787,-11.4642671,-0.500620491,-0.383135474
"Emotion, Decision-Making and Substance Dependence: A Somatic-Marker Model of Addiction.",,2006,"Verdejo-Garcia, A; Perez-Garcia, M; Bechara, A","similar to patients with orbitofrontal cortex lesions, substance dependent individuals (sdi) show signs of impairments in decision-making, characterised by a tendency to choose the immediate reward at the expense of severe negative future consequences. the somatic-marker hypothesis proposes that decision-making depends in many important ways on neural substrates that regulate homeostasis, emotion and feeling. according to this model, there should be a link between abnormalities in experiencing emotions in sdi, and their severe impairments in decision-making in real-life. growing evidence from neuroscientific studies suggests that core aspects of substance addiction may be explained in terms of abnormal emotional guidance of decision-making. behavioural studies have revealed emotional processing and decision-making deficits in sdi. combined neuropsychological and physiological assessment has demonstrated that the poorer decision-making of sdi is associated with altered reactions to reward and punishing events. imaging studies have shown that impaired decision-making in addiction is associated with abnormal functioning of a distributed neural network critical for the processing of emotional information, including the ventromedial cortex, the amygdala, the striatum, the anterior cingulate cortex, and the insular/somato-sensory cortices, as well as non-specific neurotransmitter systems that modulate activities of neural processes involved in decision-making. the aim of this paper is to review this growing evidence, and to examine the extent of which these studies support a somatic-marker model of addiction.",10.2174/157015906775203057,Addiction; Amygdala; *Decision Making; *Neuropsychological Assessment; *Emotional States; *Drug Dependency; *Physiology; Hypothesis Testing,914,0,0.094070477,-2.754628724,0.097287184,-11.79295442,-0.524252079,-0.372616227
Image-Based Control of the Magnetic Resonance Imaging-Guided Focused Ultrasound Thermotherapy.,,2006,"Salomir, Rares; Delemazure, Anne-Sophie; Palussiere, Jean; Rouviere, Olivier; Cotton, Francois; Chapelon, Jean-Yves","magnetic resonance imaging (mri)-guided focused ultrasound surgery (fus) is a full noninvasive approach for localized thermal ablation of deep tissues, coupling the following: (1) a versatile, nonionizing physical agent for therapy and (2) a state-of-the art diagnosis and on-line monitoring tool. a commercially available, food and drug administration-approved device using the mri-guided fus exists since 2004 for the ablation of benign tumors (uterine fibroids); however, the ultimate goal of the technological, methodological, and medical research in this field is to provide a clinical-routine tool for fighting localized cancer. when addressing cancer applications, the accurate spatial control of the delivered thermal dose is mandatory. contiguous destruction of the target volume must be achieved in a minimum time, whereas sparing as much as possible the neighboring healthy tissues and especially when some adjacent regions are critical. this paper reviews some significant developments reported in the literature related to the image-based control of the fus therapy for kidney, breast, prostate, and brain, including the own experience of the authors on the active feedback control of the temperature during fus ablation. in addition, preliminary results of an original study of mri-guided fus ablation of vx2 carcinoma in kidney, under active temperature control, are described here.,",10.1097/RMR.0b013e31803774c1,focused ultrasound; image-guided therapy; localized cancer; temperature feedback control,1634,0,0.093355373,-2.572238514,0.090733591,-12.14809559,-0.321383967,-0.324227137
"Dynamic pathology of islet endocrine cells in type 2 diabetes: [beta]-Cell growth, death, regeneration and their clinical implications.",,2016,"Yagihashi, Soroku; Inaba, Wataru; Mizukami, Hiroki",": diabetes is defined as a disease of hyperglycemic metabolic disorder caused by impaired insulin action or low insulin secretion, resulting in the occurrence of vascular complications. based on this definition, diabetes therapy has long been oriented to correct hyperglycemia against the specific complications of diabetes. this definition has posed some difficulties, however, in understanding of the pathophysiology of this complicated disease and as such in the establishment of an effective treatment. with continuing efforts to explore the structural basis for diabetes onset and methodological development of immunohistochemistry, progressive decline of [beta]-cells is now established as a salient feature of type 2 diabetes. accordingly, diabetes therapy has now turned out to protect [beta]-cells concurrently with the correction of hyperglycemia. together with this effort, exploration of the means to regenerate [beta]-cells or to supply new [beta]-cells by, for example, induced pluripotential stem cells, are vigorously made with the search for the mechanism of [beta]-cell decline in diabetes. in the present review, we describe the advances in the islet pathology in type 2 diabetes with special reference to the dynamic alterations of islet endocrine cells in the milieu of maturation, obesity, aging and ethnic differences. the effect of amyloid deposition is also discussed. we hope it will help with understanding the pathophysiology of diabetes, and suggest the future direction of diabetes treatment.,",10.1111/jdi.12424,Pathology; Type 2 diabetes; Islet,1289,0,0.093264319,-2.633073471,0.073359073,-12.83723262,-0.306582321,-0.348250821
Low apoA-I is associated with insulin resistance in patients with impaired glucose tolerance: a cross-sectional study.,,2017,Xiaomeng Feng; Xia Gao; Zhi Yao; Yuan Xu,"low apolipoprotein a-i (apoa-i) is an independent risk factor for atherosclerotic cardiovascular diseases. insulin resistance predicts the progression of abnormal glucose metabolism, which is the main cause of atherosclerotic cardiovascular disease. in this study, we assessed the potential association between apoa-i levels and insulin resistance in patients with impaired glucose tolerance (igt) and the possible link between apoa-i and igt. this study evaluated a cross-sectional study of 108 participants with impaired glucose tolerance (igt group) and 84 controls (control group). apoa-i and clinical characteristics were measured, and a homeostasis model assessment of insulin resistance (homa-ir) was calculated. the igt group exhibited significantly lower apoa-i and higher homa-ir levels than the control group (apoa-i: 1.37 ÃÂÃÂÃÂÃÂ± 0.36 vs 1.57 ÃÂÃÂÃÂÃÂ± 0.39 g/l; homa-ir: 4.21 ÃÂÃÂÃÂÃÂ± 1.56 vs 2.15 ÃÂÃÂÃÂÃÂ± 0.99; p < 0.001 for both). apoa-i was negatively correlated with homa-ir in both the igt and control groups (igt group: r = -0.269, p = 0.005; control group: r = -0.262, p = 0.016). multiple stepwise regression analysis showed that low apoa-i levels (_ = -1.470, p = 0.002) were independently correlated with high homa-ir levels in the igt group. moreover, logistic regression analysis identified that low apoa-i was an independent influencing factor for igt (_ = -1.170, or = 0.310, p = 0.007). apoa-i is inversely associated with insulin resistance in patients with impaired glucose tolerance, and low apoa-i is an independent risk factor for impaired glucose tolerance. these results indicate that apoa-i plays an important role in regulating insulin sensitivity and glucose metabolism in patients with igt.",10.1186/s12944-017-0446-1,Insulin resistance; Impaired glucose tolerance; GLUCOSE tolerance tests; INSULIN resistance; CROSS-sectional method; MATHEMATICAL models; DISEASE risk factors; APOLIPOPROTEIN A; Apolipoprotein A-I; ATHEROSCLEROTIC plaque; HOMEOSTASIS,2050,0,0.09320588,-2.791457695,0.100652377,-8.642734219,-0.758592043,-0.380904078
What Is Conscientiousness and How Can It Be Assessed?.,,2014,"Roberts, Brent; Lejuez, Carl; Krueger, Robert; Richards, Jessica; Hill, Patrick",": conscientiousness is a personality construct that is a core determinant of health, positive aging, and human capital. a large body of work has contributed to our understanding of this important aspect of personality, but there are multiple conceptual and methodological issues that complicate our understanding of conscientiousness. toward this end, we review (a) the conceptual standing of conscientiousness as a personality trait, (b) past research focusing on the underlying dimensions of conscientiousness, (c) the nomological network in which conscientiousness is embedded, and (d) the diverse methods that have been used to assess dimensions of conscientiousness. we conclude with recommendations for improving our understanding of the construct of conscientiousness, methods of assessment, and etiological underpinnings of conscientiousness. we believe this article can serve an important role in the larger goal of better understanding conscientiousness and its core role in the health of our society.,",10.1037/a0031109,methods; conscientiousness; hierarchical structure; nomological net; personality traits,1370,0,0.093005937,-2.729264838,0.080305927,-12.39059637,-0.219968427,-0.323256261
"Attention Bias to Threat in Anxiety-Prone Individuals: Evidence From Disengagement, But Not Engagement Bias Using Cardiac Vagal Tone.",,2012,"Cocia, Ioana; Uscatescu, Lavinia; Rusu, Alina","there is considerable controversy around the factors influencing the attentional biases involved in anxiety, controversies pinpointing to the role of trait anxiety (ta) in these biases. previous studies have disregarded psychophysiological factors, such as cardiac vagal control, from the relation between ta and attention biases to threat, though cardiac vagal control serves as a proxy of attention regulation. by using a spatial cueing task, the present correlational study examines cardiac vagal tone as a moderator of the relation between ta and attention biases to threat. cardiac vagal tone was indexed by high-frequency heart-rate variability (hf-hrv) and recorded, at baseline, from participants with high trait anxiety (hta, n = 34) or low trait anxiety (lta, n = 40). our data indicate that hf-hrv significantly moderates the relation between ta and disengagement bias, but does not moderate the relation between ta and engagement bias. extended analysis on the significant moderation showed that hf-hrv moderated the relation between ta and disengagement bias in the case of the participants with mean to low hf-hrv values. this was not the case for the participants with high values of hf-hrv. our results suggest implications for redefining groups at risk for anxiety disorders, as well as future considerations of the cardiac vagal tone in attention bias research.,",10.1027/0269-8803/a000069,anxiety; attention bias; HF-HRV,1447,0,0.092949468,-2.577205201,0.098265896,-13.50201484,-0.212603434,-0.313598663
Adiposity covaries with signatures of asymmetric feedback learning during adaptive decisions.,,2020,"Verstynen, Timothy; 1, 2; Dunovan, Kyle; 1, 3; Walsh, Catherine; 6, 7; Kuan, Chieh-Hsin; 6, 7; Manuck, Stephen; Gianaros, Peter; J 6, 7","unhealthy weight gain relates, in part, to how people make decisions based on prior experience. here we conducted post hoc analysis on an archival data set to evaluate whether individual differences in adiposity, an anthropometric construct encompassing a spectrum of body types, from lean to obese, associate with signatures of asymmetric feedback learning during value-based decision-making. in a sample of neurologically healthy adults (n = 433), ventral striatal responses to rewards, measured using fmri, were not directly associated with adiposity, but rather moderated its relationship with feedback-driven learning in the iowa gambling task, tested outside the scanner. using a biologically inspired model of basal ganglia-dependent decision processes, we found this moderating effect of reward reactivity to be explained by an asymmetrical use of feedback to drive learning; that is, with more plasticity for gains than for losses, stronger reward reactivity leads to decisions that minimize exploration for maximizing long-term outcomes. follow-up analysis confirmed that individual differences in adiposity correlated with signatures of asymmetric use of feedback cues during learning, suggesting that reward reactivity may especially relate to adiposity, and possibly obesity risk, when gains impact future decisions more than losses.,",10.1093/scan/nsaa088,decision-making; learning; obesity; basal ganglia; adiposity,1084,0,0.092683171,-2.722843776,0.063583815,-10.77224601,-0.7155552,-0.425731761
The influence of discrete emotions on judgement and decision-making: A meta-analytic review.,,2011,"Angie, AmandaD.; Connelly, Shane; Waples, EthanP.; Kligyte, Vykinta","during the past three decades, researchers interested in emotions and cognition have attempted to understand the relationship that affect and emotions have with cognitive outcomes such as judgement and decision-making. recent research has revealed the importance of examining more discrete emotions, showing that same-valence emotions (e.g., anger and fear) differentially impact judgement and decision-making outcomes. narrative reviews of the literature (lerner & tiedens, 2006; pham, 2007) have identified some under-researched topics, but provide a limited synthesis of findings. the purpose of this study was to review the research examining the influence of discrete emotions on judgement and decision-making outcomes and provide an assessment of the observed effects using a meta-analytic approach. results, overall, show that discrete emotions have moderate to large effects on judgement and decision-making outcomes. however, moderator analyses revealed differential effects for study-design characteristics and emotion-manipulation characteristics by emotion type. implications are discussed.",10.1080/02699931.2010.550751,Decision-making; Emotions; Meta-analysis; DECISION making; COGNITION; META-analysis; EMOTIONS; AFFECT (Psychology); Judgement; JUDGMENT (Psychology); EMOTIONS & cognition,2219,0,0.091694364,-2.625371035,0.079227053,-10.14942439,-0.449113158,-0.337506014
