title,abstract,authors,year,keywords,orig_index,data_ret_flag,hollow_flag,grey_flag,update_flag,doi
Editorial: bridging the gap with computational and translational psychopharmacology.,"The application of theoretical and computational approaches to the analysis of complex behavior has a rich history in psychology. A shining example of this is the modeling of learning encapsulated elegantly by Rescorla and Wagner (1972), who demonstrated that classical conditioning can be described by a simple mathematical equation. The explanatory power of the Rescorla-Wagner rule and its subsequent expansion into additional areas of behavioral plasticity has enabled the precise mapping of learning parameters onto neural structures and even individual neurons. A plethora of other mathematical models have since been used to describe a variety of behaviors, and to map those behaviors onto their underlying neurobiology. This so-called computational phenotyping is now gaining momentum as a translational tool that can be used to identify process characteristics in both humans and animals with the potential of transforming the field of psychopharmacology. The contributions to this Special Issue on Computational and Translational Psychopharmacology stem from the European Behavioural Pharmacology Society (EBPS) Workshop that was held at the University of Cambridge, in August of 2018. The overarching goal of the workshop was to foster discussion around the nascent subfield we refer to as Computational and Translational Psychopharmacology, and to identify points of convergence for which computational approaches could be used to enhance the translational value of animal and human studies. The manuscripts contained herein demonstrate the potential utility of such approaches and provide a foundation for continuous growth towards a better mechanistic understanding of the complex behaviors that characterize psychiatric conditions and the development of more predictive translational probes.","Flagel, SB; Gordon, JA; Paulus, MP",2019,DOPAMINE receptors; DOPAMINERGIC neurons; PARTIALLY observable Markov decision processes; PSYCHOPHARMACOLOGY,1963,manual,FALSE,FALSE,U,10.1007/s00213-019-05320-1
SPR 2019.,,,2019,,1980,manual,TRUE,FALSE,R,10.1007/s00247-019-04376-7
Poster Session Abstracts.,,,2018,FUNCTIONAL magnetic resonance imaging; COGNITIVE ability; POSTER presentations,1990,manual,TRUE,TRUE,R,
North American Society for the Psychology of Sport and Physical Activity.,,,2018,MOTOR ability; CONFERENCES & conventions; COLORADO; EXERCISE & psychology; MOTOR learning; PRESCHOOL children; SPORTS psychology,2003,manual,TRUE,TRUE,R,10.1123/jsep.2018-0169
RSSDI clinical practice recommendations for the management of type 2 diabetes mellitus 2017.,,"Bajaj, S",2018,,2016,manual,TRUE,TRUE,R,10.1007/s13410-018-0604-7
2nd European Conference on Brain Stimulation in Psychiatry (ECBSP): Individualizing Neuromodulation.,,,2017,BRAIN stimulation; CONFERENCES & conventions; PSYCHIATRY conferences,2026,manual,TRUE,TRUE,R,
"North American Society for the Psychology of Sport and Physical Activity: San Diego, California June 5-8, 2017.","the article offers information on the human kinetics historical foundations lectures to be presented at the 50th anniversary of the north american society for the psychology of sport and physical activity (naspspa) in san diego, california on june 5-8, 2017.",,2017,LECTURES & lecturing,2045,manual,TRUE,TRUE,R,10.1123/jsep.39.3.S1
ABSTRACTS.,,,2017,SCHIZOPHRENIA; PSYCHIATRY; PSYCHOSES; BIPOLAR disorder; NEURAL circuitry; DISEASE susceptibility,2048,manual,TRUE,TRUE,R,
"Virtually ""in the heat of the moment"": Insula activation distinguishes men who in real-life were sexually risky versus safe Running head: Role of neural activity during safe sex negotiation.","hiv is most prevalent among men who have sex with men (msm), and although most msm use condoms consistently during casual sex, some take risks. to better understand the psychology of those risky decisions, we examined neural correlates of playing a virtual sexual ""hook up"" game in an fmri scanner in msm who had, in the past 90 days, previously been sexually risky (n=76) or safe (n=31). we found that during potentially risky sexual choices, previously risky msm had more insula activity - typically associated with desire and urge - than previously safe msm. trait measures provided greater clarity. real-life sexual risk was related with trait negative urgency; this relationship was mediated by neural activity in an insularcentered network. trait negative urgency could drive sexual risk by increasing the likelihood of taking a risk during safe sex negotiation.","Smith, BJ; Xue, F; Droutman, V; Barkley-Levenson E; Melrose, AJ; Miller, LC; Monterosso, JR; Bechara, J; Appleby, PR; Christensen, JF; Godoy, CG; Read, SJ",2017,Desire; Men who have sex with men; Negotiation; Promiscuity; Safe sex,2058,manual,FALSE,FALSE,U,doi.org/10.1093/scan/nsx137
EAPS Congress 2016.,"the article presents abstracts on pediatrics topics which include the education symposium on preventive health care, treatment strategies of pulmonary hypertension among children, and improvement on neurocritical care.",,2016,EDUCATION conferences; PREVENTIVE medicine; PULMONARY hypertension treatment,2065,manual,TRUE,TRUE,R,
Poster Sessions.,,,2016,DEVELOPMENTAL biology; DNA repair; DNA replication; MICRORNA genetics; SYSTEMS biology,2069,manual,TRUE,TRUE,R,
6th International Charcot-Marie-Tooth and Related Neuropathy Consortium (CMTR) Meeting.,"the article presents abstracts on topics related to peripheral nervous system including the inherited neuropathy consortium, the regulation of transient receptor potential vanilloid 4 and the rare disease' inherited neuropathies consortium.",,2016,CONFERENCES & conventions; PERIPHERAL nervous system; CHARCOT-Marie-Tooth disease; DIAGNOSIS; GENETIC disorders; PERIPHERAL neuropathy diagnosis,2073,manual,TRUE,TRUE,R,
Neuroscience.,"the article presents abstracts on neuroscience topics which include decoding and modulating the implicit brain functions in sport performance, development of human central motor system, and visuomotor function for generating quick action.",,2016,NEUROSCIENCES; BRAIN function localization; VISUOMOTOR coordination,2077,manual,TRUE,TRUE,R,
Workshops.,"various abstracts about research on autoinflammatory disease are presented including one on how hypersmolar stress induces tonicity enhancer binding protein activation in human retinal pigmented epithelial cells, treatment of symptomatic familial mediterranean fever (fmf), and a prospective study on hashimoto's thyroiditis patients from the west of algeria.",,2016,INFLAMMATION; FAMILIAL Mediterranean fever; THYROIDITIS,2085,manual,TRUE,TRUE,R,
2015 Peripheral Nerve Society Biennial Meeting.,"the article presents several abstracts to be presented at the 2015 peripheral nerve society biennial meeting from june 27-july 2, 2015 in qu√É¬©bec city, qu√É¬©bec, canada, including medicine for guillain-barr√É¬© syndrome (gbs), charcot-marie-tooth (cmt) disease and cell mechanism in neuropathic pain.",,2015,CONFERENCES & conventions; PERIPHERAL nervous system; QUEBEC (Province); PERIPHERAL neuropathy,2105,manual,FALSE,TRUE,R,
Workshops.,"the article presents abstracts on cardiovascular disease and inflammation which include the role of diet and exercise on oxidative stress and metabolic syndrome, cardiac involvement in inflammatory rheumatoid diseases, and prevention of postoperative atrial fibrillation by dexamethasone.",,2015,ATRIAL fibrillation; OXIDATIVE stress; RHEUMATOID arthritis,2108,manual,TRUE,TRUE,R,
Alogliptin benzoate for management of type 2 diabetes.,"Dipeptidyl peptidase-4 (DPP-4) inhibitors, a new class of oral hypoglycemic agents, augment glucose-dependent insulin secretion and suppress glucagon levels through enhancement of the action of endogenous incretin by inhibiting DPP-4, an incretin-degrading enzyme. DPP-4 inhibitors are generally well tolerated because of their low risk of hypoglycemia and other adverse events. Moreover, with their potential to improve beta cell function, a core defect of type 2 diabetes, DPP-4 inhibitors are becoming a major component of treatment of type 2 diabetes. Alogliptin benzoate is a newly developed, highly selective DPP-4 inhibitor which has been approved in many countries throughout the world. Once-daily administration of alogliptin as either monotherapy or combination therapy with other oral antidiabetic drugs or insulin has a potent glucose-lowering effect which is similar to that of other DPP-4 inhibitors, with a low risk of hypoglycemia and weight gain. The cardiovascular safety of this drug has been confirmed in a recent randomized controlled trial. This review summarizes the efficacy and safety of alogliptin, and discusses the role of DPP-4 inhibitors in the treatment of type 2 diabetes.","Saisho, Y",2015,"dipeptidyl peptidase-4 inhibitor, type 2 diabetes, efficacy, safety, alogliptin",2111,manual,FALSE,FALSE,U,10.2147/VHRM.S68564
Competing neurobehavioral decision systems and the neuroeconomics of craving in opioid addiction.,"Craving is typically thought of as a classically conditioned response characterized by an elevated mesolimbic dopamine response to drug-related stimuli. Although this definition has spurred considerable research, the clinical impact of the research conducted has been less robust. The current review takes a more contemporary approach by conceptualizing craving as the breakdown of executive function and relative strengthening of the limbic system, occurring in the presence of conditioned cues, leading to a maladaptive craving response (ie, an increased likelihood of drug consumption). Working from this framework, the present review focuses on four issues in drug craving research: pivotal findings and limitations of cue-reactivity and neurocognitive tasks; two main processes of craving that include self-control and reward-based explanations; integration of neuroeconomic approaches to craving; and the theoretical implications and future directions of drug craving research.","Jarmolowicz, DP; Sofis, M; Martin, L",2014,"craving, competing decision systems, executive function, loss of control, substance abuse",2130,manual,FALSE,FALSE,U,10.2147/NAN.S38866
Poster Sessions.,,,2014,DNA replication; CELL cycle; PERIODICAL publishing; PUBLICATIONS; PUBLISHED articles; PUBLISHING,2131,manual,TRUE,TRUE,R,
Mini Oral Abstracts.,"the article presents abstracts on nephrology topics which includes interdialytic period (idp), albuminuria in aboriginal children and dendritic cells activation.",,2014,ALBUMINURIA; DENDRITIC cells; INDIGENOUS children,2134,manual,TRUE,TRUE,R,
"Abstracts of the 50th Annual Scientific Meeting of the Australian and New Zealand Society of Nephrology, 25-27 August, 2014, Melbourne, Australia.",,,2014,,2135,manual,TRUE,TRUE,R,
Poster Session A.,,,2014,ATTENTION; ELECTROPHYSIOLOGY; EVOKED potentials (Electrophysiology); ELECTROENCEPHALOGRAPHY; POSTER presentations; CONFERENCES & conventions; NEURAL stimulation,2150,manual,TRUE,TRUE,R,
Poster Session C.,,,2014,VISUAL perception; POSTER presentations; CONFERENCES & conventions; PUBLISHING; MEDICAL periodicals; MEDICAL publishing; PERIODICAL articles,2151,manual,TRUE,TRUE,R,
Poster Session D.,,,2014,EVOKED potentials (Electrophysiology); ELECTROENCEPHALOGRAPHY; SHORT-term memory; COGNITIVE neuroscience; POSTER presentations; PATIENTS; AUDITORY selective attention; AUTISM spectrum disorders,2152,manual,TRUE,TRUE,R,
Proceedings of the Canadian Society for Exercise Physiology Annual General Meeting - Extreme Human Physiology: From Pathology to Performance / Compte rendu du congr¬ès annuel de la Soci¬ét¬é canadienne de physiologie de l'exercice - √á Extreme Human Physiology: From Pathology to Performance √à,"the article presents abstracts on medical topics which include the effects of aerobic training in obese adolescents with cardio metabolic risk factors, contractile properties of skeletal muscles in diabetic neuropathy and impact of creatine supplementation after eccentric exercises.",,2013,CONFERENCES & conventions; EXERCISE physiology; ONTARIO,2167,manual,TRUE,FALSE,R,
Poster Session Abstracts.,"the article presents abstracts on psychophysiological topics which include impact of picture repetition on affective modulation, impaired visual discrimination ability in poor cognitive control individuals, and decline of working memory in aging.",,2013,SHORT-term memory; PSYCHOPHYSIOLOGY; VISUAL perception; COGNITIVE Control Battery; VISUAL discrimination,2170,manual,TRUE,TRUE,R,
Poster Session I.,"the article presents abstracts of articles related to bipolar disorder which include ""sleep fragmentation and corticosterone response in sodium pump alpha-2 knockout mice,"" by m. b. roberts, y. gao, and r. s. el-mallakh, ""neurometabolite effects of lamotrigine treatment in bipolar depression,"" by p. croarkin and colleagues, and ""c9orf72 expansion in a family with bp disorder and ftd,"" by m. g. mcinnis and colleagues.",,2013,BIPOLAR disorder; CORTICOSTERONE; FRONTOTEMPORAL dementia; LAMOTRIGINE; SODIUM/POTASSIUM ATPase,2179,manual,FALSE,TRUE,R,
Poster Session A.,,,2013,BRAIN; ELECTROENCEPHALOGRAPHY; SHORT-term memory; AUDITORY selective attention; BINAURAL audio,2182,manual,TRUE,TRUE,R,
Poster Session B.,,,2013,SHORT-term memory; NEUROSCIENCES; ADULT-child relationships; AGE factors in electroencephalography; SPATIOTEMPORAL processes,2183,manual,TRUE,TRUE,R,
Poster Session C.,,,2013,BRAIN; EVOKED potentials (Electrophysiology); EYE movement measurements; MODALITY (Theory of knowledge); SENSORY evaluation; VISUAL evoked potentials,2184,manual,TRUE,TRUE,R,
Molecular Nutrition Research-The Modern Way Of Performing Nutritional Science.,"In spite of amazing progress in food supply and nutritional science, and a striking increase in life expectancy of approximately 2.5 months per year in many countries during the previous 150 years, modern nutritional research has a great potential of still contributing to improved health for future generations, granted that the revolutions in molecular and systems technologies are applied to nutritional questions. Descriptive and mechanistic studies using state of the art epidemiology, food intake registration, genomics with single nucleotide polymorphisms (SNPs) and epigenomics, transcriptomics, proteomics, metabolomics, advanced biostatistics, imaging, calorimetry, cell biology, challenge tests (meals, exercise, etc.), and integration of all data by systems biology, will provide insight on a much higher level than today in a field we may name molecular nutrition research. To take advantage of all the new technologies scientists should develop international collaboration and gather data in large open access databases like the suggested Nutritional Phenotype database (dbNP). This collaboration will promote standardization of procedures (SOP), and provide a possibility to use collected data in future research projects. The ultimate goals of future nutritional research are to understand the detailed mechanisms of action for how nutrients/foods interact with the body and thereby enhance health and treat diet-related diseases.","Norheim, F; Gjelstad, I; Hjorth, M; Vinknes, K; Langleite, T; Holen, T; Jensen, J; Dalen, K; Karlsen, A; Kielland, A; Rustan, A; Drevon, C",2012,"Genomics; Glucose Tolerance Test; Diet; Nutrition; Metabolism; Adipose Tissue; Cell Physiology; Exercise Test; Life Expectancy; Liver; Muscles; Polymorphism, Genetic; Proteomics; Research, Medical -- Trends",2192,manual,FALSE,FALSE,U,10.3390/nu4121898
Poster Session Abstracts.,"the article presents abstracts related to psychophysiology which include ""the modification of non-defensive reflex response during affective picture viewing,"" by suvi karla and colleagues, ""emotion system coherence flexibility in social context,"" by cristina gatti and mark geisler, and ""impaired cardiovascular functioning in obese participants,"" by ashley e. burch and michael t. allen.",,2012,PSYCHOPHYSIOLOGY; PSYCHOLOGY; CARDIOVASCULAR diseases; OBESITY complications; SOCIAL context; EMOTIONS -- Social aspects; PICTURES,2197,manual,FALSE,TRUE,R,
Physicians Poster AbstractsEBMT 2012.,"the article presents abstracts of papers presented at the european group for blood and marrow transplantation (ebmt) 2012 meeting including ""the outcomes of allogeneic stem cell transplantation in aml patients with monosomal karyotypes,"" by j. h. moon and colleagues, ""reconstitution of human herpes virus 6 (hhv6)-specific t-cell immunity after paediatric hsct,"" by t. mina and colleagues, and ""examples of the use of stem cells from cord blood in poland,"" by t. oldak and colleagues.",,2012,T cells; PATIENTS; ABSTRACTS; ACUTE myeloid leukemia; BONE marrow transplantation; CORD blood transplantation; HUMAN herpesvirus-6 infections; STEM cell transplantation,2205,manual,FALSE,TRUE,R,
Reflection impulsivity in adolescent cannabis users: a comparison with alcohol-using and non-substance-using adolescents.,"Reflection impulsivity—a failure to gather and evaluate information before making a decision—is a critical component of risk-taking and substance use behaviours, which are highly prevalent during adolescence.

Objectives and methods
The Information Sampling Test was used to assess reflection impulsivity in 175 adolescents (mean age 18.3, range 16.5–20; 55% female)—48 cannabis users (2.3 years use, 10.8 days/month), 65 alcohol users, and 62 non-substance-using controls—recruited from a longitudinal cohort and from the general community and matched for education and IQ. Cannabis and alcohol users were matched on levels of alcohol consumption.

Results
Cannabis users sampled to the lowest degree of certainty before making a decision on the task. Group differences remained significant after controlling for relevant substance use and clinical confounds (e.g., anxiety, depressive symptoms, alcohol, and ecstasy use). Poor performance on multiple IST indices was associated with an earlier age of onset of regular cannabis use and greater duration of exposure to cannabis, after controlling for recent use. Alcohol users did not differ from controls on any IST measure.

Conclusions
Exposure to cannabis during adolescence is associated with increased risky and impulsive decision making, with users adopting strategies with higher levels of uncertainty and inefficient utilisation of information. The young cannabis users did show sensitivity to losses, suggesting that greater impulsivity early in their drug using career is more evident when there is a lack of negative consequences. This provides a window of opportunity for intervention before the onset of cannabis dependence.","Solowij, N; Jones, KA; Rozman, ME; Davis, SM; Ciarrochi, J; Heaven, PC; Pesa, N; Lubman, DI; Y√ºcel, M",2012,Decision making; Cannabis; Adolescence; Alcohol; Reflection impulsivity,2216,manual,FALSE,FALSE,U,10.1007/s00213-011-2486-y
Poster Session Abstracts.,"the article presents abstracts on medical topics which include the function of anterior cingulated cortex (acc) in emotion-regulated response inhibition, the effects of attention on amygdala responses to emotional scenes and facial expressions, and the response patterns of anxiety sensitive persons to dyspnea sensations.",,2011,ANXIETY; PATIENTS; FACIAL expression; ABSTRACTS; AMYGDALOID body; CEREBRAL cortex; DYSPNEA,2225,manual,TRUE,TRUE,R,
"Abstracts of the International Pediatric Transplant Association (IPTA) 6th Congress on Pediatric Transplantation. June 25-28, 2011. Montreal, Canada.",,,2011,,2227,manual,TRUE,TRUE,R,
Abstracts.,"the article presents abstracts on pediatric transplant studies which include ""establishment of a paediatric renal transplant service in tunisia,"" by i. mignon and colleagues, ""demographic features of the first pediatric heart transplantation center in brazil,"" by s. alexandre and colleagues, and ""combined liver/kidney transplantation in arab children,"" by i. m. ali and colleagues.",,2011,"HEART transplantation; KIDNEY transplantation; LIVER transplantation; TRANSPLANTATION of organs, tissues, etc. in children",2228,manual,FALSE,TRUE,R,
Parallel presentations: oral presentations.,,,2011,Human; Europe; Congresses and Conferences -- Denmark; Denmark; Public Health -- Europe,2239,manual,TRUE,TRUE,R,10.1093/eurpub/ckr119
"Abstracts of the 21st International Symposium on ALS/MDS. December 11-13, 2010. Orlando, Florida, USA.","the article presents abstracts related to amyotrophic lateral sclerosis (als) and motor neuron disease (mnd) including the articles ""aan practice parameters: what they tell us and what they don't,"" by r. g. miller and colleagues, ""characterizing the role of tdp-43 in als,"" by b. freibaum and colleagues, and ""quality of life: individual values, standardized assessment?,"" by s. r. cohen.",,2010,QUALITY of life; VALUES (Ethics); AMYOTROPHIC lateral sclerosis; MOTOR neuron diseases,2248,manual,FALSE,TRUE,R,
SESSION 1 JOINT OPENING SESSION.,"the article presents abstracts on amyotrophic lateral sclerosis (als) which include perspective on als as tpd-43 proteinopathies, use of embroyonic stem cells for the study of motor neuron, and microrna dysregulation in sporadic als.",,2010,ABSTRACTS; AMYOTROPHIC lateral sclerosis; MICRORNA; MOTOR neurons; STEM cells,2249,manual,TRUE,TRUE,R,
Poster Session Abstracts.,"the article presents abstracts related to psychophysiology which include the impact in depression of distraction and rumination, the association of blunted neural reactivity and self monitoring with schizophrenia, and the abnormal responses of autism spectrum disorder (asd) patients to the sensory environment.",,2010,SCHIZOPHRENIA; PSYCHOPHYSIOLOGY; AUTISM spectrum disorders; ABSTRACTS; RUMINATION (Digestion),2250,manual,TRUE,TRUE,R,
Poster presentations (In alphabetical order by first author).,"the article presents abstracts on clinical health psychology topics which include the characteristics of foster parents, the effects of work-related traumatic incidents on the physical and psychological health of emergency nurses, and the psychological impact of prenatal procedures.",,2010,"MENTAL health; ENGLAND; CONFERENCES & conventions; HEALTH behavior; ASSOCIATIONS, institutions, etc.; EUROPE; ROMANIA",2253,manual,TRUE,TRUE,R,
Workshops.,"the article presents abstracts on emerging aspects of phagocyte biology including migration of granulocytes to the inflamed peritoneum, role of kindlin-three in neutrophil integrin activation, and functions of gai2 and gai3 in neutrophils during inflammation.",,2010,GRANULOCYTES; KINDLING (Neurology); NEUTROPHILS; PHAGOCYTES,2266,manual,TRUE,TRUE,R,
"2nd European Congress on the Aging Male, September 3√¢¬Ä¬ì5, 2009 in Budapest, Hungary.","the article presents abstracts on medical topics which include the approach of the quebec government to the aging population, research on frailty of aging male as a disorder of hormonal synchrinology and the cultural differences, role and function of age groups in immigration context.",,2009,GOVERNMENT policy; AGING; DISEASES in men; ENDOCRINE diseases; POPULATION aging,2273,manual,TRUE,TRUE,R,
Behavior Genetics Association 39th Annual Meeting Abstracts.,"the article presents abstracts on behavioral genetics which include the structure of cannabis withdrawal, the relationship between early cannabis use and elevated mood, and genetic and environmental structure of cognitive factors.",,2009,COGNITIVE ability; MARIJUANA abuse; BEHAVIOR genetics; SUBSTANCE abuse treatment,2275,manual,TRUE,TRUE,R,
POSTER SESSION ABSTRACTS.,"the article presents abstracts on medical topics which include electrophysiological evidence for rapid preferential processing of electroshock conditioned faces, robotics and dopamine transporter.",,2009,MEDICAL research; ABSTRACTS,2278,manual,TRUE,TRUE,R,
Annual Conference of the British Association of Sport and Exercise Sciences 2008.,"abstracts on sports sciences research are presented including ""real or fake? expertise and the ability to distinguish between genuine and deceptive movement,"" ""on penalty taking: reasons why the penalty taker should ignore the goalkeeper"" and ""biomechanical modeling in rowing.""",,2008,VISUAL perception; PHYSIOLOGY; GOALKEEPING (Soccer); PHYSICAL education; SPORTS physiology; SPORTS sciences,2291,manual,TRUE,TRUE,R,10.1080/02640410802306202
Poster Session Abstracts.,"the article contains poster session abstracts including ""affective modulation of the startle reflex in specific phobia,"" the modulation of skin conductance response to a defense stimulus by affective sounds,"" and ""impaired perception of dyspnea and pain after right insular cortex lesions.""",,2008,PSYCHOPHYSIOLOGY; GALVANIC skin response; ABSTRACTS; PERCEPTUAL disorders; STARTLE reaction,2293,manual,TRUE,TRUE,R,
Management - Diabetes.,"the article presents studies on diabetes management. included in the list are ""metformin versus insulin for the treatment of gestational diabetes,"" by j. a. rowan et al, ""a microsphere-based vaccine prevents and reverses new-onset autoimmune diabetes,"" by b. phillips et al, and ""effect of varying glycemic index meals on blood glucose control assessed with continuous glucose monitoring in youth with type 1 diabetes on basal-bolus insulin regimens,"" by t. r. nansel et al.",,2008,INSULIN; METFORMIN; DIABETES; BLOOD sugar; AUTOIMMUNE diseases; GLYCEMIC index,2294,manual,FALSE,TRUE,R,
Sixteenth FINA World Sports Medicine Congress.,"the article presents abstracts of papers offered at the federation internationale de natation amateur (fina) 2008 world sports medicine congress including ""exercise, infection and muscosal immunity in athletes,"" ""circadian rhythms and swimming performance,"" and ""coach-swimmer interaction: traps, pitfalls and how to avoid them.""",,2008,CONFERENCES & conventions; SPORTS sciences; FEDERATION internationale de natation amateur; PHYSICAL fitness; SPORTS medicine; SWIMMING,2295,manual,FALSE,FALSE,R,10.1080/02640410802335136
Monday 21st July 2008.,"the article presents abstracts on topics related to psychology, which include developing effective psychological treatments for anxiety disorders, the controversy between psychology and behaviour analysis, and cooperation of complementary learning systems in memory.",,2008,BEHAVIOR; ANXIETY disorders; LEARNING; PSYCHOLOGY,2296,manual,TRUE,TRUE,R,
Thursday 24th July 2008.,"the article presents abstracts on topics related to psychology, which include early childhood development in southern africa, treatment of post-traumatic stress disorder, and development of social cognition.",,2008,PSYCHOLOGY; POST-traumatic stress disorder; SOCIAL perception; CHILD development,2297,manual,TRUE,TRUE,R,
Friday 25th July 2008.,"the article presents abstracts on topics related to psychology, which include emotion regulation and the social sharing of emotion, imaginary aspects of violence in schools in brazil, and cultural cognition.",,2008,COGNITION; EMOTIONS; PSYCHOLOGY; SCHOOL violence,2298,manual,TRUE,TRUE,R,
Track 1 √¢¬Ä¬ì Track 5.,"the article presents abstracts on topics related to obesity which includes a study to find the tendency of overweight subjects to gain more weight than lean subjects, the isolation of fatty acids and differentiation of progenitor cells from human adipose tissue and the involvement of sirt 1 in resveratrol-stimulated changes in human adipocytes.",,2008,OBESITY; ADIPOSE tissues; FATTY acids; OVERWEIGHT persons; THIN people,2299,manual,TRUE,TRUE,R,
Effect of Rosiglitazone and Metformin on Insulin Resistance in Patients Infected with Human Immunodeficiency Virus Receiving Highly Active Antiretroviral Therapy Containing Protease Inhibitor: Randomized Prospective Controlled Clinical Trial.,"To evaluate and compare effects of 48-week treatment with rosiglitazone and metformin on insulin resistance in patients infected with Human Immunodeficiency Virus (HIV) receiving highly active antiretroviral therapy (HAART), containing a protease inhibitor.

Methods
Randomized prospective controlled clinical trial enrolled 90 male patients infected with HIV and having impaired glucose tolerance and insulin resistance (fasting insulin concentration >20 mIU/L). The patients were randomly assigned into three groups (each 30 patients); the first group receiving 4 mg rosiglitazone once a day, the second group receiving 500 mg metformin two times a day, and the third group serving as control without hypoglycemic treatment. The primary efficacy parameters were fasting plasma glucose and insulin levels compared between baseline and week. Data on insulin resistance and beta cell function were analyzed by the Homeostasis Model Assessment (HOMA).

Results
After 48 weeks of treatment, the fasting insulin concentration (±standard deviation) in rosiglitazone group significantly declined from 39.0_±_3.35 to 19.7_±_3.99 mIU/L (P<0.001; 49% decrease) and in metformin group from 40.3_±_2.29 to 29.2_±_2.82 mIU/L (P<0.001; 27% decrease). HOMA indicated that rosiglitazone significantly reduced insulin resistance from 11.3_±_1.03 to 4.0_±_0.95 (P<0.001), compared with metformin which reduced it from 11.9_±_0.73 to 5.7_±_0.62 (P<0.001). Insulin resistance was significantly lower in the rosiglitazone group after 48 weeks (P<0.001). Metformin significantly improved beta cell function (from 257.3_±_21.91 to 707.4_±_207.32; P<0.001), as did rosiglitazone (from 261.3_±_27.98 to 403.3_±_162.50; P<0.001), but the improvement in the metformin group was significantly better (P<0.001). However, metformin was more efficient in improving beta cell function (from 257.3_±_21.91 to 707.4_±_207.32) than rosiglitazone (from 261.3_±_27.98 to 403.3_±_162.50) .

Conclusions
Both rosiglitazone and metformin were effective and well tolerated in HIV patients, treated with protease inhibitor-containing HAART. Rosiglitazone significantly more reduced insulin resistance, while beta cell function was significantly better in patients on metformin. Both drugs may be considered as an appropriate therapy, with rosiglitazone being a better alternative in treating insulin resistance in this patient population","Siliƒç, A; Jane≈æ, A; Toma≈æiƒç, J; Karner, P; Vidmar, L; Sharma, P; Matiƒçiƒç, M",2007,,2311,manual,TRUE,FALSE,U,10.3325/cmj.2007.6.791
Contributed Podium Presentations.,"the article presents abstracts for medical research. they include ""post-ami drug therapy and risk of reinfarction in a medicaid population,"" ""cost-effectiveness of rosuvastatin versus atorvastatin, simvastatin, and pravastatin from a canadian health care perspective,"" and ""benefit/risk of irbesartan/hydrochlorothiazide as first-line treatment of severe hypertension.""",,2007,DRUG therapy; DRUG efficacy; MEDICAL care costs; MEDICINE,2314,manual,FALSE,TRUE,R,
Track 2 - Integrated Physiological Systems.,"the article offers information on several integrated physiological systems. topics include considered that low caloric diet therapy enhance satiation by ear acupuncture, herbal medicine and supplementary food on outpatient basis; and reports that malnutrition after weaning affects rats metabolism in a permanent manner.",,2007,PHYSIOLOGY; METABOLISM; ACUPUNCTURE; HERBAL medicine; MALNUTRITION,2318,manual,TRUE,TRUE,R,
Track 4 - Public Health and Prevention.,the article offers information on public health and prevention. topics include considered relationship between obesity and blood pressure in australian inner city migrant children living in sydney; and examines the results of the bes study as adoption of unhealthy lifestyle among greek adolescents of a rural area.,,2007,OBESITY; TEENAGERS; PUBLIC health; BLOOD pressure; CHILDREN of migrant laborers,2319,manual,TRUE,TRUE,R,
Track 2 - Integrated Physiological Systems.,"the article presents abstracts of integrated physiological systems. they include ""low calorie diet therapy with enhanced satiation by ear acupuncture, herbal medicine and supplementary food on outpatient basis,"" ""malnutrition after weaning affects rats metabolism in a permanent manner,"" and ""appetite hormones and energy intake after consumption of carbohydrate and protein-based beverages in obese men.""",,2007,PHYSIOLOGY; OVERWEIGHT persons; MALNUTRITION; DIET therapy,2320,manual,FALSE,TRUE,R,
Track 4 - Public Health and Prevention.,"the article presents abstracts related to the health of obese persons. they include ""normoglyceamia and risk markers in overweight and obese women from turkey,"" ""prevalence of adolescent overweight in urban and rural areas of greece,"" and ""relative validity of a new, online dietary assessment method.""",,2007,OBESITY; PUBLIC health; OVERWEIGHT persons; DIET,2321,manual,TRUE,TRUE,R,
In alphabetical order by first author.,"this section presents abstracts of articles about psychology and health. it includes ""the effects of a relaxation training programme for elementary school children,"" by m. abe and k. mori, ""the condom in sexual scripts,"" by m.-j. alvarez and l. garcia-marques, and ""health and work-related stress,"" by b. basinska.",,2006,PSYCHOLOGICAL stress; PSYCHOLOGY; HEALTH; RELAXATION for health,2330,manual,FALSE,TRUE,R,
Abstracts: in alphabetical order by first author.,,,2006,,2331,manual,TRUE,TRUE,R,
Abstracts.,,,2006,,2332,manual,TRUE,TRUE,R,
"Abstracts from 31st FEBS Congress, Istanbul, Turkey, 24-29 June 2006.",,,2006,,2335,manual,TRUE,TRUE,R,
ABSTRACT.,"the article presents medical abstracts. they include ""the yeast ccr4-not complex controls ubiquitination of the nascent-associated polypeptide complex,"" ""differential expression of isoforms of spleen tyrosine kinase of tissues: effects of the microbial flora"" and ""the serum interleukin 6 and c-reactive protein levels in the patients after trauma.""",,2006,C-reactive protein; SERUM; MEDICINE; INTERLEUKIN-6; TYROSINE,2336,manual,FALSE,TRUE,R,
"British Geriatrics Society Communications to the Autumn Meeting 5th-7th October 2005, Harrogate.",,,2006,Congresses and Conferences -- United Kingdom; Geriatrics -- Organizations -- United Kingdom; Gerontologic Care; United Kingdom,2337,manual,TRUE,TRUE,R,
